,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1115,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Made with 100% Schiava Gentile, this conveys subdued aromas of red berry and fragrant blue flower. The vibrant palate offers wild cherry, nectarine and a nutty note alongside bright acidity and sleek tannins. Enjoy soon.",Bischofsleiten Lago di Caldaro Classico,Weygandt-Metzler,Castel Sallegg 2013 Bischofsleiten Lago di Caldaro Classico Schiava (Alto Adige),$20, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Castel Sallegg
1116,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This radiant red opens doles out succulent sour cherry, crushed strawberry, orange zest and a nuance of almond alongside bright acidity and delicate tannins. It delivers easy-drinking pleasure, so enjoy soon.",,Abbazia di Novacella USA,Abbazia di Novacella 2013 Schiava (Alto Adige),$15, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Abbazia di Novacella
1117,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Delicate aromas of raspberry and almond carry through to the palate along with tangerine and clove. It's balanced by bright acidity and soft, supple tannins. Drink soon.",Galea Vernatsch,Massanois Imports,Nals Margreid 2013 Galea Vernatsch Schiava (Alto Adige),$23, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Nals Margreid
1118,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,Aromas recall woodland berry and rose petal. The vibrant palate offers juicy raspberry and almond alongside crisp acidity and supple tannins. Enjoy soon.,Solos,Multiple U.S. importers,Caldaro 2013 Solos Schiava (Alto Adige),$25, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Caldaro
1119,13%,"Trentino, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Dark-skinned berry, anise and espresso aromas lead the nose on this softly textured red. Smooth, polished tannins support fleshy black-cherry flavors, while hints of vanilla and coffee provide back up. Enjoy soon.",,Palm Bay International,Bottega Vinaia 2012 Lagrein (Trentino),$18, Northeastern Italy,88,Trentino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lagrein, Italian Red",2012,Bottega Vinaia
1120,13%,"Trentino, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Deeply pigmented and plush, this wine opens with fruity aromas of dark berry and plum. The easy-drinking palate doles out juicy black cherry, crushed raspberry and a hint of licorice. Soft tannins support the juicy flavors, imparting a smooth texture and drink-now appeal.",,Palm Bay International,Bottega Vinaia 2012 Teroldego (Trentino),$18, Northeastern Italy,88,Trentino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Teroldego, Italian Red",2012,Bottega Vinaia
1121,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas of red berry and wildflower take shape in the glass. The bright palate offers wild cherry, strawberry and a hint of almond alongside vibrant acidity and lithe tannins. Enjoy soon.",Schiava Gentile,Peter Warren Selections,Egger-Ramer 2013 Schiava Gentile Schiava (Alto Adige),$17, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Egger-Ramer
1122,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas of red currant and violet lead the nose on this 100% Schiava. The lively palate offers up sour cherry, tangerine and an almond note. It's balanced with bright acidity and delicate tannins. Enjoy soon.",Lago di Caldaro Classico Superiore,Multiple U.S. importers,Colterenzio 2013 Lago di Caldaro Classico Superiore Schiava (Alto Adige),$14, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Colterenzio
1123,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This opens with varietal aromas of strawberry and pressed wild flower. The bright, silky palate doles out crushed cherry, raspberry and white almond. It's balanced with bright acidity and lithe tannins. Enjoy soon.",Hexenbichler,Leonardo LoCascio Selections–The Winebow Group,Tramin 2013 Hexenbichler Schiava (Alto Adige),$15, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Tramin
1124,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas of violet and red currant waft from the glass. The fresh, juicy palate delivers wild cherry, strawberry and an herbal note alongside bright acidity and soft tannins. It finishes with an almond accent.",Campaner,Multiple U.S. importers,Caldaro 2013 Campaner Schiava (Alto Adige),$18, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Caldaro
1125,13.5%,"Cirò, Southern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Robust but informal, this opens with aromas of red berry, baking spice and a whiff of smoke. The savory palate doles out crushed black cherry, raspberry, cranberry, black pepper and a saline note alongside hearty tannins. Enjoy young to capture the juicy fruit flavors.",Rosso,Leonardo LoCascio Selections–The Winebow Group,Librandi 2013 Rosso  (Cirò),$12, Southern Italy,88,Cirò,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Gaglioppo, Italian Red",2013,Librandi
1126,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Aromas suggest wildflower and woodland berry. The fruity palate delivers crushed wild cherry, strawberry and a tangerine note alongside bright acidity. Drink soon.",Sonntaler Grauvenatsch,Golden Horseshoe Inc,Cantina Produttori Cortaccia 2013 Sonntaler Grauvenatsch Schiava (Alto Adige),$13, Northeastern Italy,87,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Cantina Produttori Cortaccia
1127,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This 100% Schiava opens with aromas of woodland berry, rose petal and a whiff of underbrush. The palate delivers dried cherry and a hint of forest floor alongside bright acidity and soft tannins.",Lago di Caldaro Classico Superiore,Elliott Bay Distributing Co,Erste Neue 2013 Lago di Caldaro Classico Superiore Schiava (Alto Adige),$15, Northeastern Italy,87,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Erste Neue
1128,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"This leads with delicate aromas of violet and woodland berry. On the lively palate, a touch of almond adds interest the red-berry core. It's easy drinking, with fresh acidity and a light, tannic frame. Enjoy soon.",Breitbacher Vernatsch,Bacchanal Wine Imports,Castelfeder 2013 Breitbacher Vernatsch Schiava (Alto Adige),$15, Northeastern Italy,87,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Castelfeder
1129,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,Subdued aromas of wild strawberry and red flower take shape in the glass. The light-bodied palate offers crushed red cherry and bitter almond alongside fresh acidity. Enjoy soon.,Bocado Vernatsch,Banville Wine Merchants,Andriano 2013 Bocado Vernatsch Schiava (Alto Adige),$20, Northeastern Italy,87,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Andriano
1130,13%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,6/1/2015,"Made with 100% Schiava, this has a subdued nose that eventually reveals red berry and iris. The palate offers crushed raspberry and a hint of marzipan alongside somewhat drying tannins and brisk acidity.",Kalkofen Lago di Caldaro Classico Superiore,Omniwines Distribution,Baron di Pauli 2013 Kalkofen Lago di Caldaro Classico Superiore Schiava (Alto Adige),$25, Northeastern Italy,87,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Baron di Pauli
1131,14%,"Valle de Guadalupe, Mexico",750 ml,Red, Mexico,6/1/2015,"Aromas of grassy alfalfa, oak-based clove and cherry Kool-Aid are barely acceptable. This is chunky and lacks cohesion on the palate, with grassy plum flavors and a finish that's dominated by barrel-based clove and chocolate. Cabernet Sauvignon dominates the blend, with 25% Sangiovese.",,Elixir Wine Group,Villa Montefiori 2011 Cabernet Sauvignon-Sangiovese (Valle de Guadalupe),$24,Valle de Guadalupe,80,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Cabernet Sauvignon-Sangiovese, Italian Red",2011,Villa Montefiori
1132,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Brian and Stephanie Terrizzi's studies of this black grape are fascinating. This shows a very distinct nose of purple fruit meeting charred wood, with elderberry jam, dried violet, scarlet rose and truffle elements. It's meaty, with soy, teriyaki and prime rib flavors on the palate, yet also ripe, with plum jam and toasted sage accents. The strong but not overpowering tannins ensure great drinking from 2017–2025.",Luna Matta Vineyard,,Giornata 2012 Luna Matta Vineyard Aglianico (Paso Robles),$35, California,94, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],"Aglianico, Italian Red",2012,Giornata
1133,13.9%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,5/1/2015,"Few are experimenting with this black grape variety, but Brian and Stephanie Terrizzi's bottlings—including this one from the Paso Highlands—suggest more should. Deep, rich and intriguing aromas of stewed plums, vanilla-bean cake and Chinese hoisin sauce give way to heady flavors of blue and purple fruit, all seasoned expertly and showing great verve.",French Camp Vineyard,,Giornata 2012 French Camp Vineyard Aglianico (Paso Robles),$30, California,92, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],"Aglianico, Italian Red",2012,Giornata
1134,14%,"Finger Lakes, Finger Lakes, New York, US",750 ml,Red, US,5/1/2015,"Smoke and granite lend earthiness to luscious black cherry and plum flavors in this bold, powerfully constructed Teroldego. Framed with tannins and a dusting of licorice and spice, it's a highly promising wine made from an unusual Italian grape variety.",Obscure Red Varietal Series RTR Estate Vineyard,,Red Tail Ridge 2012 Obscure Red Varietal Series RTR Estate Vineyard Teroldego (Finger Lakes),$40, New York,88, Finger Lakes,Anna Lee C. Iijima,,Finger Lakes,Not rated yet [Add Your Review],"Teroldego, Italian Red",2012,Red Tail Ridge
1135,15.5%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Aromas of rose petal, perfumed berry and exotic spice lead the nose. It's radiant, with wonderful intensity and elegance, delivering ripe red cherry, raspberry compote, mineral, licorice, baking spice and a hint of mint alongside a backbone of firm, fine-grained tannins and edgy acidity. Despite the full structure and youthful tension, it has a remarkably silky, supple texture. Drink 2018–2032.",Contrada R,T. Edward Wines Ltd,Passopisciaro 2012 Contrada R Nerello Mascalese (Terre Siciliane),$60, Sicily & Sardinia,95,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Passopisciaro
1136,15%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Layered fragrances suggest perfumed berry, orange zest, crushed wild flower, baking spice and tobacco. The smooth, full-bodied palate delivers a great depth of flavors that include creamy cherry, juicy raspberry, thyme, mint, cocoa and energizing mineral. It's superbly balanced with fresh acidity and velvety tannins. Drink 2015–2024.",Contrada P,T. Edward Wines Ltd,Passopisciaro 2012 Contrada P Nerello Mascalese (Terre Siciliane),$80, Sicily & Sardinia,95,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Passopisciaro
1137,14%,"Noto, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Always one of the finest expressions of Nero d'Avola, this polished, delicious wine opens with enticing aromas of blue flower, dark berry and a whiff of smoky graphite. The smooth, almost creamy palate doles out layers of blackberry, pomegranate, raspberry, white pepper, carob and licorice, while velvety tannins and fresh acidity provide support. Drink through 2021.",Santa Cecilia,Palm Bay International,Planeta 2011 Santa Cecilia Nero d'Avola (Noto),$42, Sicily & Sardinia,94,Noto,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2011,Planeta
1138,15.5%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Made from 80-year old Nerello Mascalese vines, this powerfully structured wine features aromas of ripe berry, allspice, anise and Mediterranean herb. The concentrated, warm palate offers ripe black cherry, raspberry, licorice, mineral and white pepper alongside the warmth of alcohol and firm, velvety tannins.",Contrada S,T. Edward Wines Ltd,Passopisciaro 2012 Contrada S Nerello Mascalese (Terre Siciliane),$67, Sicily & Sardinia,93,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Passopisciaro
1139,13.5%,"Etna, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"This fragrant wine starts with aromas of rose, violet, cake spice and woodland berry. The vibrant palate doles out juicy black cherry, licorice, cinnamon, pipe tobacco and mineral. It's impeccably balanced with velvety tannins and bright acidity.",Treterre Rosso,Langdon Shiverick,Wiegner 2010 Treterre Rosso  (Etna),$40, Sicily & Sardinia,93,Etna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2010,Wiegner
1140,14%,"Sicilia, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Credited as the first wine made solely with noble native grape Nero d'Avola, this iconic bottling opens with aromas that recall ripe berry, lightly toasted oak, leather and cooking spice. The firm, structured palate delivers ripe blackberry, juicy wild cherry, licorice, tobacco and savory herb alongside velvety tannins. It's already tempting but will continue to develop complexity. Drink 2015–2024.",Duca Enrico,Corvo USA,Duca di Salaparuta 2009 Duca Enrico Nero d'Avola (Sicilia),$70, Sicily & Sardinia,93,Sicilia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2009,Duca di Salaparuta
1141,14.5%,"Etna, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Aromas of wild berry, crushed violet, leather, menthol and a whiff of lightly toasted oak waft from the glass. The savory but refined palate delivers juicy wild cherry, black raspberry, ground white pepper, licorice, sage and a mocha note alongside chewy tannins. It's structured but elegant, with a mineral-driven finish.",Arcurìa Rosso,Massanois Imports,Graci 2012 Arcurìa Rosso  (Etna),$46, Sicily & Sardinia,93,Etna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Graci
1142,14%,"Eloro, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"A medley of pretty aromas, including blue flower, perfumed berry, carob and Mediterranean herb all mingle in the glass. On the smooth, almost creamy palate, savory notes of clove, orange zest, white pepper and licorice add depth to the juicy blackberry core, while polished tannins provide the framework.",Fontanelle,Premium Brands,Curto 2010 Fontanelle Nero d'Avola (Eloro),$29, Sicily & Sardinia,93,Eloro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2010,Curto
1143,15.5%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,Red, Italy,4/1/2015,"Seductively rich and powerful but also refined, this opens with aromas of ripe berry, orange zest, exotic spice and leather. The firm, juicy palate delivers crunchy red cherry, crushed raspberry, anise, mineral and pipe tobacco alongside polished tannins. Drink 2016–2032.",Contrada G,T. Edward Wines Ltd,Passopisciaro 2012 Contrada G Nerello Mascalese (Terre Siciliane),$57, Sicily & Sardinia,93,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red",2012,Passopisciaro
