,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1073,14%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,3/1/2014,"A small-production Grenache from 100-plus-year-old vines, this wine is dusty and fragrant with ripe cherry and strawberry flavors. Light in weight and easy to drink, the undercurrent whispers licorice.",Testa Vineyard Old Vine,,Horse & Plow 2012 Testa Vineyard Old Vine Grenache (Mendocino),$28, California,88, Mendocino County,Virginie Boone,@vboone,Mendocino,Not rated yet [Add Your Review],Grenache,2012,Horse & Plow
1074,14.7%,"Livermore Valley, Central Coast, California, US",750 ml,Red, US,3/1/2014,This is a midweight Grenache with fruit that's straightforward in its ripeness. The palate is more dark plum than strawberry with a tar-like character to the finish.,Estate,,Fenestra 2010 Estate Grenache (Livermore Valley),$28, California,84, Central Coast,Virginie Boone,@vboone,Livermore Valley,Not rated yet [Add Your Review],Grenache,2010,Fenestra
1075,14.1%,"Redwood Valley, Mendocino County, California, US",750 ml,Red, US,3/1/2014,"Marked by aromas of raspberry liqueur, this is a sweet, listless Grenache. Sourced from a good site in Mendocino.",Rhodes Vineyards,,Claudia Springs 2010 Rhodes Vineyards Grenache (Redwood Valley),$22, California,81, Mendocino County,Virginie Boone,@vboone,Redwood Valley,Not rated yet [Add Your Review],Grenache,2010,Claudia Springs
1076,14%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"A venture into the deep end of pricing perhaps, but the proof is in the bottle. From vines planted in 1964, this is a rich, full-bodied and creamy-textured wine, with complex notes of smoke, vanilla, plum and roasted meat. Approachable now because of its lushness, it should drink well for at least the next several years.",Warboys Vineyard,Trinchero Family Estates,Angove 2010 Warboys Vineyard Grenache (McLaren Vale),$65, South Australia,93,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,Angove
1077,15%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"For an Australian Grenache, this has an invitingly cool, herbal bouquet, hinting at dried flowers and black tea. But it's unapologetically full-bodied and rich on the palate, adding black cherries and dark chocolate to the mix. It's warm, velvety and almost fudge-like on the finish yet not raisiny at all. Drink it over ?the next few years.",Bush Vine,"American Estates Wines, Inc",Chapel Hill 2010 Bush Vine Grenache (McLaren Vale),$36, South Australia,92,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,Chapel Hill
1078,15%,"Barossa Valley, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"Made in a supple, immediately approachable style, this is a nicely supple, slightly creamy, almost gulpable red. Raspberry and cherry fruit is buttressed by ample spice, then ends on a lingering note of star anise. Drink now–2018.",,"American Estates Wines, Inc",Turkey Flat 2010 Grenache (Barossa Valley),$37, South Australia,91,Barossa Valley,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,Turkey Flat
1079,15%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"Like most high-end varietal Garnachas, this hits with big but straightforward berry aromas and not a lot of complexity. A jagged palate shows powerful tannins and baked, jammy flavors of blackberry. This is grabby and slightly astringent on the finish, but in general it's tasty and well made. Drink through 2016.",Colección Vivanco Parcelas,Opici Wines,Dinastía Vivanco 2010 Colección Vivanco Parcelas  (Rioja),$105, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Dinastía Vivanco
1080,13.9%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"At under 14% abv, this Grenache is the antithesis of many of its peers. It's red-fruited and only medium in body, with some dusty tannins evident on the finish. Worth holding for a few years to see if the fruit opens up a bit and better absorbs the presently toasty veneer of oak.",The Beautiful View,Old Bridge Cellars,D'Arenberg 2010 The Beautiful View Grenache (McLaren Vale),$90, South Australia,90,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,D'Arenberg
1081,14.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2014,"Light in color, this is a revelation for this young growing region. The wine has complex notes of peppery spice, citrus and raspberries. It's light and delicate in style with tart cranberry flavors and fine grained tannins that still need some time to fully flesh out. An impressive effort, especially considering the challenges of the vintage.",,,Jaxon 2011 Grenache (Rogue Valley),$36, Oregon,89, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Grenache,2011,Jaxon
1082,14.4%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"This medium-bodied wine isn't particularly ripe or fleshy for Grenache, but does show plenty of earthy fruit, hints of tobacco and mocha and some beet-like notes. The silky, slightly dusty tannins on the finish are especially attractive. Drink now–2018.",The Blewitt Springs,Old Bridge Cellars,D'Arenberg 2010 The Blewitt Springs Grenache (McLaren Vale),$90, South Australia,89,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,D'Arenberg
1083,15.5%,"Barossa, South Australia, Australia",750 ml,Red, Australia,2/1/2014,"This is a herbal, spicy rendition of Grenache, with strawberry-rhubarb notes providing the foundation. The elevated alcohol shows on the warm and slightly dusty finish, but the body of the wine is deceptively medium weight—an intriguing paradox. Ready to drink now.",The Fifth Wave,Negociants USA–The Winebow Group,Langmeil 2010 The Fifth Wave Grenache (Barossa),$35, South Australia,88,Barossa,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2010,Langmeil
1084,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"Peppery plum and raspberry aromas lead to a crisp, snappy, juicy palate with apple skin and raspberry flavors enhanced by a splash of minty oak. With modest length and power through to the finish, this is a good and approachable everyday wine.",Old Vines,The Winebow Group LLC,Castillo de Monjardin 2011 Old Vines Garnacha (Navarra),$9, Northern Spain,86,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Castillo de Monjardin
1085,15.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"Raisin, licorice and coconut aromas produce a ripe bouquet. This is raw and screechy in the mouth, with little in the way of a midpalate. Flavors of heavy red-berry fruits have a green leaning, while the finish is raw in feel and reedy in flavor.",Colección Vivanco Parcelas de,Opici Wines,Dinastía Vivanco 2008 Colección Vivanco Parcelas de  (Rioja),$90, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Dinastía Vivanco
1086,16%,"Almansa, Central Spain, Spain",750 ml,Red, Spain,2/1/2014,"Opaque black to the eye, this is a massive, high-alcohol, syrupy Garnacha that is more like Port than dry wine. Aromas of prune and raisin dominate, while the palate is thick as molasses, with gummy, raisiny flavors that finish with heady notes of coffee and chocolate syrup. At 16% ABV, and with outlandish weight and stickiness, this isn't what you'd call a food-friendly table wine.",Alaya,Gil Family Estates,Atalaya 2011 Alaya Garnacha (Almansa),$35, Central Spain,85,Almansa,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Atalaya
1087,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"Stalky aromas of compost-laden berry fruits lack clarity and freshness. This feels chunky on the palate, with herbal, salty flavors of earthy berry fruits.",Viñas Viejas,Table 31 Imports,Zorzal 2011 Viñas Viejas Garnacha (Navarra),$13, Northern Spain,83,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Zorzal
1088,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"Jumpy aromas suggest wet animal fur. In the mouth, there's not a lot of structure or body; flavors of buttery oak and candied berry lack continuity.",Roble,Sybarite Global LLC,Príncipe de Viana 2011 Roble Garnacha (Navarra),$7, Northern Spain,83,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Príncipe de Viana
1089,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2014,"A rusty color is a give-away that this Garnacha isn't in the best shape. The nose smells of cotton candy and Kool-Aid. The feel is flat, grabby and tannic, while the flavors are scattershot, with brown sugar notes and dry leafiness on the finish.",Gn,Vin Divino,Casa Primicia 2008 Gn  (Rioja),$21, Northern Spain,82,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Casa Primicia
1090,13.5%,"Almansa, Central Spain, Spain",750 ml,Red, Spain,2/1/2014,"Minty, candied, wet-dog aromas announce that this is a young, basic wine. The mouthfeel is fresh and acidic, while the flavors of candied berry fruits come across dilute and with little depth.",Tintorera Higueruela,Grapes of Spain,Bodegas Tintoralba 2011 Tintorera Higueruela Garnacha (Almansa),$12, Central Spain,82,Almansa,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Bodegas Tintoralba
1091,14.4%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"Intensely fruity on the nose, with spicy flavors that follow and expand across the palate. This has excellent grip and depth, along with balancing acidity and structure. Plum, kirsch and concentrated cherry flavors pop out. It's a wine of refined power.",Armada Vineyard God Only Knows,,Cayuse 2010 Armada Vineyard God Only Knows Grenache (Walla Walla Valley (WA)),$90, Washington,94, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Grenache,2010,Cayuse
1092,14.4%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"The No Girls Grenache, from a vineyard adjacent to Armada (the source for the Cayuse God Only Knows Grenache) is lighter, more elegant, perhaps brighter than its companion wine, with fresh blueberry and other pie berry  fruits, a streak of umami, herbal tea and impressive minerality. Almost Burgundian in style, it possesses excellent length and wonderful texture.",La Paciencia Vineyard,,No Girls 2010 La Paciencia Vineyard Grenache (Walla Walla Valley (WA)),$65, Washington,93, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Grenache,2010,No Girls
1093,14.3%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2013,"A brightly aromatic wine with a medley of raspberry, cranberry, herbs and cherry. It's solid in feel with a good sense of concentration and freshness.",Coyote Canyon Vineyard,,Coyote Canyon 2010 Coyote Canyon Vineyard Grenache (Horse Heaven Hills),$25, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Grenache,2010,Coyote Canyon
1094,15%,"Fair Play, Sierra Foothills, California, US",750 ml,Red, US,12/31/2013,"A spicy blend of 44% Grenache, 32% Syrah and 24% Tempranillo, all grown in Fair Play, an increasingly interesting place for Rhône varieties. With soft swirls of fruity plum amid masculine tobacco and leather, there's a lusciousness to the finish that's appealing but could use a bit more of a kick.",G minor,,Baiocchi Wines 2011 G minor Red (Fair Play),$24, California,86, Sierra Foothills,Virginie Boone,@vboone,Fair Play,Not rated yet [Add Your Review],"Grenache Blend, Grenache",2011,Baiocchi Wines
1095,12.5%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,12/31/2013,"With an electric pink color and candied aromas of watermelon and cherry, this is a spunky rosé that's juicy, lively and pleasant. Flavors of raspberry and plum come and go quickly, and the finish is just acidic and crisp enough.",Rosado,Classical Wines,Príncipe de Viana 2012 Rosado Garnacha (Navarra),$12, Northern Spain,86,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Príncipe de Viana
1096,14.2%,"Clements Hills, Central Valley, California, US",750 ml,Red, US,12/31/2013,"Super light in color, this Garnacha has a pretty nose of cassis liqueur and is bunny-soft with barely any tannic imprint at all. Pair with equally light fare like not-too-pungent cheeses, breadsticks and such, or drink while cooking the main meal.",,,Riaza 2011 Garnacha (Clements Hills),$24, California,85, Central Valley,Virginie Boone,@vboone,Clements Hills,Not rated yet [Add Your Review],"Garnacha, Grenache",2011,Riaza
1097,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2013,"With slightly sharp, herbal red-fruit aromas, this representes the lighter side of Garnacha. In the mouth, it's choppy but fresh, while leafy flavors of plum, raspberry and peppery spice finish fiery and dry.",The Thinker,WX Brands,El Pensador 2010 The Thinker Garnacha (Campo de Borja),$13, Northern Spain,84,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,El Pensador
1098,13%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,12/31/2013,"Whereas once Ochoa produced some of Navarra's best rosés, lately the wines have been marginal. This is awkward, with aromas of chemicals and rubber gloves. The palate is wan in flavor and feel, while the finish tastes burnt and medicinal.",Rosado,Frontier Wine Imports,Ochoa 2012 Rosado Garnacha (Navarra),$14, Northern Spain,83,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Ochoa
1099,13.5%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,12/31/2013,"For all intents and purposes, this is a red wine. It's 90% red in color, and the nose and palate are chunky and wide. Flavors of red licorice and candied berry lack snap, and the finish tastes bitter and feels flat.",Viñedo N° 5 Rose,Kysela Père et Fils,Señorío de Sarria 2012 Viñedo N° 5 Rose Garnacha (Navarra),$13, Northern Spain,82,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Señorío de Sarria
1100,14.2%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,11/1/2013,"Spicy in aroma and mouthfeel, this is a wondrous wine, gorgeous in lovely ripe cherry and strawberry notes that are completely enveloped in thrills of white pepper. Those who love cool climate Rhônes will find much to ponder and celebrate. Racy, it is fragrant and lean, made without fining or filtering. Seek this one out.",Grenache Noir,,Donkey & Goat 2012 Grenache Noir Grenache (El Dorado),$27, California,96, Sierra Foothills,Virginie Boone,@vboone,El Dorado,Not rated yet [Add Your Review],Grenache,2012,Donkey & Goat
